EmpID,Age,Department,Education,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,Satisfied_in_job,MonthlyIncome,PerformanceRating
RM582,30,Research & Development,3,Male,1,1,Laboratory Technician,3,Yes,3833,4
RM603,30,Research & Development,3,Female,2,2,Manufacturing Director,4,Yes,6877,4
RM624,30,Research & Development,4,Male,2,1,Research Scientist,4,Yes,3761,3
RM703,30,Sales,2,Male,3,3,Sales Executive,3,Yes,7264,3
RM721,30,Research & Development,3,Female,3,1,Research Scientist,3,Yes,2132,3
RM731,30,Research & Development,2,Female,4,3,Research Director,1,No,11416,3
RM733,30,Research & Development,3,Female,3,1,Laboratory Technician,2,No,2422,3
RM783,30,Research & Development,3,Male,3,2,Manufacturing Director,1,No,9957,3
RM845,30,Sales,3,Male,2,2,Sales Executive,3,Yes,6578,3
RM866,30,Sales,4,Male,3,2,Sales Executive,1,No,4115,3
RM875,30,Research & Development,4,Male,3,2,Laboratory Technician,3,Yes,3491,3
RM887,30,Research & Development,3,Male,3,1,Research Scientist,2,No,3579,4
RM932,30,Research & Development,2,Female,3,2,Manufacturing Director,3,Yes,4695,3
RM942,30,Research & Development,3,Female,2,2,Laboratory Technician,4,Yes,4627,3
RM949,30,Research & Development,4,Female,3,3,Manager,1,No,11916,4
RM1014,30,Sales,4,Female,3,2,Sales Executive,1,No,4779,3
RM1050,30,Sales,1,Male,3,2,Sales Executive,3,Yes,5301,3
RM1053,30,Research & Development,3,Male,3,1,Research Scientist,3,Yes,1274,3
RM1065,30,Human Resources,3,Male,3,1,Human Resources,3,Yes,2064,4
RM1107,30,Sales,3,Male,2,2,Sales Executive,1,No,9714,3
RM1110,30,Sales,4,Male,3,3,Sales Executive,2,No,9250,3
RM1142,30,Research & Development,3,Male,2,1,Research Scientist,2,No,2141,3
RM1234,30,Research & Development,1,Male,3,1,Research Scientist,4,Yes,2862,3
RM1245,30,Research & Development,4,Female,2,1,Research Scientist,1,No,4968,3
RM1247,30,Human Resources,3,Female,2,1,Human Resources,4,Yes,2180,3
RM1252,30,Sales,2,Male,2,3,Sales Executive,1,No,7140,3
RM1260,30,Research & Development,3,Male,4,2,Healthcare Representative,3,Yes,5294,3
RM1297,30,Research & Development,3,Female,3,3,Manufacturing Director,3,Yes,9667,3
RM1339,30,Sales,3,Male,3,1,Sales Representative,4,Yes,1081,3
RM1413,30,Research & Development,2,Male,3,1,Laboratory Technician,2,No,3748,3
RM013,31,Research & Development,1,Male,3,1,Research Scientist,3,Yes,2911,3
RM059,31,Research & Development,4,Male,3,2,Laboratory Technician,4,Yes,5915,4
RM073,31,Research & Development,4,Male,3,1,Research Scientist,2,No,2501,3
RM076,31,Research & Development,4,Female,3,2,Manufacturing Director,4,Yes,4424,4
RM125,31,Sales,4,Male,1,2,Sales Executive,3,Yes,6172,3
RM133,31,Sales,3,Female,1,2,Sales Executive,3,Yes,4559,3
RM181,31,Research & Development,1,Female,3,1,Research Scientist,4,Yes,3929,4
RM225,31,Research & Development,4,Male,1,2,Manufacturing Director,3,Yes,4345,3
RM246,31,Research & Development,4,Male,3,3,Research Director,3,Yes,13675,3
RM260,31,Research & Development,2,Male,2,1,Laboratory Technician,2,No,3479,3
RM267,31,Research & Development,3,Male,2,2,Healthcare Representative,4,Yes,5582,4
RM293,31,Sales,3,Female,3,1,Sales Representative,2,No,2789,3
RM304,31,Sales,3,Male,4,2,Sales Executive,4,Yes,6929,3
RM310,31,Research & Development,4,Male,3,1,Research Scientist,4,Yes,4821,3
RM311,31,Human Resources,3,Male,2,2,Human Resources,1,No,6410,3
RM313,31,Research & Development,4,Male,3,1,Research Scientist,4,Yes,2695,3
RM322,31,Sales,3,Male,3,2,Sales Executive,4,Yes,7547,3
RM326,31,Research & Development,2,Female,2,3,Manufacturing Director,3,Yes,8943,4
RM343,31,Research & Development,4,Female,3,3,Manufacturing Director,4,Yes,7143,3
RM370,31,Research & Development,4,Male,2,1,Research Scientist,2,No,2657,3
RM395,31,Research & Development,2,Female,3,2,Manufacturing Director,1,No,4306,3
RM400,31,Research & Development,2,Male,2,1,Laboratory Technician,1,No,2218,3
RM435,31,Research & Development,1,Male,3,3,Manufacturing Director,2,No,10648,4
RM440,31,Research & Development,3,Male,3,3,Healthcare Representative,3,Yes,9824,3
RM451,31,Sales,1,Male,3,2,Sales Executive,4,Yes,6582,3
RM457,31,Sales,3,Male,2,3,Manager,4,Yes,11557,4
RM483,31,Sales,4,Male,3,2,Sales Executive,1,No,4233,3
RM485,31,Sales,4,Male,4,2,Sales Executive,4,Yes,5460,4
RM645,31,Research & Development,4,Male,3,1,Research Scientist,4,Yes,2356,3
RM676,31,Sales,4,Male,2,1,Sales Representative,3,Yes,2329,3
RM680,31,Sales,2,Female,3,2,Sales Executive,3,Yes,6932,3
RM691,31,Research & Development,3,Female,3,2,Healthcare Representative,4,Yes,5855,3
RM710,31,Research & Development,2,Male,2,1,Research Scientist,1,No,2321,4
RM727,31,Research & Development,1,Female,3,2,Manufacturing Director,1,No,4148,3
RM819,31,Sales,3,Male,4,1,Sales Representative,4,Yes,2791,3
RM832,31,Research & Development,3,Male,3,1,Laboratory Technician,3,Yes,2610,3
RM896,31,Research & Development,2,Male,3,2,Healthcare Representative,1,No,6833,3
RM897,31,Research & Development,3,Female,2,2,Healthcare Representative,1,No,6812,3
RM951,31,Sales,4,Female,3,3,Sales Executive,3,Yes,9852,3
RM953,31,Sales,3,Female,3,1,Sales Representative,2,No,2302,3
RM981,31,Sales,3,Female,2,1,Sales Representative,4,Yes,2785,3
RM986,31,Research & Development,4,Male,3,2,Manufacturing Director,3,Yes,6179,3
RM1013,31,Sales,4,Female,1,1,Sales Representative,3,Yes,1359,3
RM1015,31,Research & Development,5,Female,3,4,Research Director,2,No,16422,3
RM1017,31,Research & Development,3,Female,2,1,Research Scientist,2,No,1261,3
RM1031,31,Sales,2,Male,3,3,Sales Executive,4,Yes,10793,3
RM1034,31,Research & Development,5,Female,4,3,Manufacturing Director,2,No,7446,3
RM1036,31,Human Resources,2,Female,4,1,Human Resources,2,No,2109,3
RM1037,31,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,3722,3
RM1086,31,Research & Development,3,Female,3,1,Research Scientist,3,Yes,4084,3
RM1145,31,Sales,4,Male,3,2,Sales Executive,1,No,5332,3
RM1192,31,Sales,4,Female,3,2,Sales Executive,4,Yes,5476,3
RM1228,31,Research & Development,4,Male,3,1,Laboratory Technician,3,Yes,3477,3
RM1240,31,Research & Development,1,Female,3,2,Manufacturing Director,4,Yes,5238,4
RM1248,31,Sales,3,Male,3,2,Sales Executive,3,Yes,8346,3
RM1258,31,Sales,4,Male,3,3,Sales Executive,3,Yes,8161,3
RM1275,31,Sales,4,Female,2,2,Sales Executive,4,Yes,5468,3
RM1307,31,Sales,4,Female,3,3,Sales Executive,1,No,9637,3
RM1313,31,Human Resources,5,Male,4,1,Human Resources,1,No,2956,3
RM1342,31,Research & Development,3,Male,3,2,Laboratory Technician,3,Yes,4197,3
RM1359,31,Sales,2,Female,3,2,Sales Executive,4,Yes,6583,3
RM1361,31,Research & Development,3,Female,4,1,Laboratory Technician,3,Yes,3978,3
RM1383,31,Research & Development,2,Male,3,1,Research Scientist,1,No,3065,3
RM1390,31,Research & Development,3,Male,1,2,Research Scientist,1,No,5003,4
RM1396,31,Sales,4,Male,3,2,Sales Executive,4,Yes,5617,3
RM1403,31,Research & Development,1,Female,1,1,Laboratory Technician,4,Yes,1129,3
RM1406,31,Research & Development,3,Female,3,3,Research Director,3,Yes,11031,4
RM1418,31,Sales,2,Male,3,1,Sales Representative,3,Yes,3067,3
RM1464,31,Research & Development,3,Male,3,2,Manufacturing Director,1,No,9936,3
RM1464,31,Research & Development,3,Male,3,2,Manufacturing Director,1,No,9936,3
RM006,32,Research & Development,2,Male,3,1,Laboratory Technician,4,Yes,3068,3
RM017,32,Research & Development,2,Male,4,1,Research Scientist,2,No,3298,3
RM027,32,Research & Development,1,Female,1,1,Research Scientist,1,No,3919,4
RM061,32,Research & Development,3,Male,3,2,Manufacturing Director,4,Yes,6162,4
RM074,32,Research & Development,3,Male,3,2,Research Scientist,2,No,6220,3
RM095,32,Sales,4,Male,3,2,Sales Executive,3,Yes,5010,3
RM102,32,Research & Development,1,Male,3,1,Research Scientist,1,No,2956,3
RM141,32,Research & Development,3,Female,3,1,Laboratory Technician,1,No,4200,4
RM145,32,Sales,2,Male,1,2,Sales Executive,4,Yes,4668,3
RM155,32,Sales,3,Female,3,3,Sales Executive,4,Yes,8998,3
RM170,32,Research & Development,5,Male,3,1,Research Scientist,3,Yes,3038,4
RM211,32,Sales,4,Male,1,3,Sales Executive,4,Yes,10400,3
RM239,32,Sales,2,Female,3,1,Sales Representative,2,No,3931,3
RM240,32,Research & Development,3,Male,2,1,Laboratory Technician,3,Yes,3730,3
RM242,32,Sales,4,Male,3,2,Sales Executive,4,Yes,4465,3
RM261,32,Research & Development,3,Male,4,1,Laboratory Technician,2,No,2794,4
RM263,32,Research & Development,1,Male,2,2,Laboratory Technician,1,No,2176,3
RM307,32,Sales,3,Male,2,2,Sales Executive,3,Yes,5484,3
RM320,32,Sales,2,Female,2,2,Sales Executive,2,No,5228,3
RM323,32,Research & Development,4,Female,4,2,Research Scientist,4,Yes,5055,3
RM352,32,Research & Development,3,Female,3,1,Laboratory Technician,2,No,2370,3
RM470,32,Sales,4,Male,4,2,Sales Executive,3,Yes,4707,3
RM501,32,Research & Development,4,Female,3,2,Research Scientist,4,Yes,6322,3
RM528,32,Sales,3,Male,3,2,Sales Executive,4,Yes,5396,3
RM532,32,Research & Development,2,Female,3,3,Research Director,4,Yes,11159,3
RM559,32,Research & Development,4,Male,3,2,Laboratory Technician,4,Yes,5309,3
RM601,32,Research & Development,3,Female,2,2,Manufacturing Director,3,Yes,6162,3
RM623,32,Sales,4,Male,3,2,Sales Executive,4,Yes,4403,3
RM627,32,Research & Development,2,Female,4,2,Research Scientist,3,Yes,5175,3
RM638,32,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,2314,3
RM642,32,Sales,2,Male,3,2,Sales Executive,2,No,6524,3
RM657,32,Research & Development,4,Male,3,1,Laboratory Technician,4,Yes,2795,4
RM683,32,Research & Development,3,Female,2,1,Laboratory Technician,2,No,2332,4
RM693,32,Research & Development,4,Female,3,2,Manufacturing Director,1,No,6725,3
RM757,32,Research & Development,4,Female,3,1,Laboratory Technician,3,Yes,4025,3
RM851,32,Sales,1,Female,3,1,Sales Representative,1,No,2827,3
RM881,32,Research & Development,3,Female,2,1,Laboratory Technician,2,No,2743,4
RM882,32,Research & Development,2,Female,3,2,Research Scientist,3,Yes,4998,3
RM936,32,Sales,3,Male,4,2,Sales Executive,4,Yes,6209,3
RM940,32,Research & Development,2,Male,3,2,Laboratory Technician,3,Yes,4883,3
RM992,32,Sales,1,Male,3,2,Sales Executive,2,No,4078,3
RM1027,32,Sales,5,Male,3,2,Sales Executive,4,Yes,9204,3
RM1076,32,Research & Development,3,Male,3,3,Manager,4,Yes,11244,4
RM1102,32,Research & Development,2,Female,2,2,Research Scientist,2,No,5878,3
RM1114,32,Research & Development,4,Male,3,2,Research Scientist,1,No,4087,3
RM1140,32,Research & Development,4,Female,4,1,Research Scientist,4,Yes,3312,3
RM1191,32,Research & Development,3,Male,3,2,Research Scientist,2,No,5470,3
RM1206,32,Research & Development,4,Male,3,1,Laboratory Technician,2,No,1393,3
RM1227,32,Research & Development,3,Male,3,1,Research Scientist,3,Yes,3433,3
RM1238,32,Sales,2,Male,1,2,Sales Executive,2,No,6735,3
RM1242,32,Sales,3,Male,1,3,Sales Executive,3,Yes,9610,3
RM1261,32,Research & Development,4,Male,3,1,Research Scientist,2,No,2718,3
RM1320,32,Sales,4,Male,3,2,Sales Executive,4,Yes,4648,3
RM1327,32,Sales,4,Male,2,2,Sales Executive,2,No,9907,3
RM1376,32,Research & Development,2,Female,4,1,Research Scientist,3,Yes,2432,3
RM1389,32,Research & Development,4,Female,3,2,Healthcare Representative,4,Yes,6667,3
RM1395,32,Research & Development,4,Male,2,2,Manufacturing Director,4,Yes,9679,4
RM1427,32,Research & Development,4,Female,2,1,Laboratory Technician,2,No,2837,3
RM1429,32,Sales,4,Male,2,1,Sales Representative,2,No,2269,3
RM1432,32,Sales,4,Female,3,3,Sales Executive,4,Yes,10422,3
RM1450,32,Research & Development,3,Male,3,1,Research Scientist,1,No,2439,3
RM004,33,Research & Development,4,Female,3,1,Research Scientist,3,Yes,2909,3
RM031,33,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,2496,3
RM040,33,Sales,3,Female,4,2,Sales Executive,1,No,5376,3
RM056,33,Research & Development,2,Female,3,3,Research Director,4,Yes,13458,3
RM122,33,Sales,2,Male,3,2,Sales Executive,2,No,6146,3
RM177,33,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2500,3
RM186,33,Research & Development,3,Female,3,1,Research Scientist,2,No,2756,3
RM222,33,Research & Development,4,Female,2,1,Research Scientist,2,No,2622,4
RM235,33,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,2436,3
RM237,33,Research & Development,2,Female,3,1,Laboratory Technician,1,No,2707,4
RM247,33,Research & Development,4,Female,2,1,Research Scientist,4,Yes,2911,3
RM314,33,Research & Development,4,Female,3,3,Manager,2,No,11878,3
RM329,33,Sales,3,Male,2,2,Sales Executive,4,Yes,4682,3
RM364,33,Sales,3,Female,3,1,Sales Representative,3,Yes,2851,3
RM436,33,Research & Development,1,Male,3,3,Manager,3,Yes,13610,3
RM437,33,Research & Development,1,Male,1,1,Laboratory Technician,4,Yes,3408,3
RM456,33,Research & Development,5,Female,4,4,Research Director,3,Yes,16184,3
RM500,33,Sales,4,Male,3,2,Sales Executive,3,Yes,7104,3
RM510,33,Research & Development,3,Male,3,2,Healthcare Representative,4,Yes,7725,4
RM515,33,Research & Development,3,Male,3,1,Research Scientist,1,No,3348,3
RM563,33,Research & Development,4,Male,3,1,Research Scientist,4,Yes,2686,3
RM591,33,Research & Development,3,Male,3,3,Research Director,3,Yes,11691,3
RM592,33,Sales,3,Female,3,2,Sales Executive,1,No,5324,3
RM620,33,Sales,3,Male,4,2,Sales Executive,1,No,4037,4
RM656,33,Human Resources,2,Male,3,1,Human Resources,2,No,2277,3
RM674,33,Research & Development,4,Male,2,1,Research Scientist,1,No,2799,3
RM695,33,Research & Development,3,Female,2,2,Healthcare Representative,4,Yes,6949,3
RM711,33,Sales,3,Male,3,4,Manager,3,Yes,17444,3
RM713,33,Research & Development,1,Female,3,1,Research Scientist,4,Yes,3452,3
RM716,33,Research & Development,4,Female,4,2,Healthcare Representative,2,No,5488,3
RM755,33,Sales,1,Female,2,1,Sales Representative,4,Yes,2342,3
RM791,33,Research & Development,3,Male,2,3,Healthcare Representative,4,Yes,7119,3
RM793,33,Research & Development,4,Female,2,2,Research Scientist,3,Yes,4508,4
RM799,33,Research & Development,3,Male,2,1,Research Scientist,2,No,2313,4
RM803,33,Sales,3,Female,3,2,Sales Executive,2,No,4302,3
RM830,33,Sales,4,Female,3,2,Sales Executive,1,No,8224,3
RM864,33,Human Resources,3,Male,3,1,Human Resources,3,Yes,3600,3
RM873,33,Sales,3,Female,3,2,Sales Executive,3,Yes,4539,3
RM884,33,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2781,3
RM909,33,Sales,5,Male,4,3,Sales Executive,3,Yes,8380,3
RM991,33,Sales,1,Male,3,2,Sales Executive,4,Yes,9998,3
RM1048,33,Sales,3,Male,3,2,Sales Executive,1,No,4373,3
RM1067,33,Research & Development,4,Female,2,1,Laboratory Technician,2,No,3838,3
RM1075,33,Research & Development,5,Male,3,2,Healthcare Representative,3,Yes,6388,3
RM1092,33,Research & Development,3,Male,2,2,Manufacturing Director,2,No,4320,3
RM1096,33,Research & Development,4,Male,3,2,Laboratory Technician,3,Yes,5207,3
RM1106,33,Sales,4,Male,3,2,Sales Executive,1,No,6392,3
RM1190,33,Sales,4,Male,3,2,Sales Executive,4,Yes,5505,3
RM1199,33,Sales,3,Female,3,2,Sales Executive,4,Yes,5368,4
RM1211,33,Research & Development,3,Male,4,1,Laboratory Technician,2,No,2028,3
RM1254,33,Sales,3,Female,3,2,Sales Executive,2,No,5147,3
RM1256,33,Sales,3,Female,3,3,Sales Executive,1,No,8564,4
RM1266,33,Research & Development,3,Male,3,2,Research Scientist,2,No,3055,3
RM1283,33,Research & Development,4,Male,4,1,Research Scientist,1,No,3143,3
RM1364,33,Sales,4,Male,3,2,Sales Executive,3,Yes,5487,3
RM1399,33,Research & Development,2,Male,3,2,Healthcare Representative,3,Yes,5968,4
RM1416,33,Research & Development,2,Male,2,1,Laboratory Technician,3,Yes,2008,3
RM1426,33,Research & Development,2,Female,3,2,Healthcare Representative,4,Yes,4878,3
RM014,34,Research & Development,2,Male,3,1,Laboratory Technician,4,Yes,2661,3
RM023,34,Research & Development,4,Female,3,3,Research Director,2,No,11994,3
RM025,34,Research & Development,1,Male,3,1,Research Scientist,1,No,2960,3
RM047,34,Sales,4,Male,3,2,Sales Executive,3,Yes,4568,4
RM085,34,Research & Development,2,Male,3,2,Manufacturing Director,2,No,4325,3
RM104,34,Research & Development,4,Female,3,2,Research Scientist,3,Yes,4809,3
RM112,34,Research & Development,3,Male,1,2,Laboratory Technician,3,Yes,6074,4
RM115,34,Research & Development,4,Female,2,2,Research Scientist,2,No,4505,3
RM117,34,Research & Development,3,Female,2,3,Manager,1,No,11631,3
RM160,34,Sales,4,Female,3,1,Sales Representative,3,Yes,2231,3
RM182,34,Research & Development,2,Female,3,1,Research Scientist,2,No,2311,3
RM189,34,Research & Development,1,Male,2,2,Manufacturing Director,3,Yes,9547,3
RM203,34,Research & Development,4,Male,3,1,Research Scientist,3,Yes,3815,3
RM248,34,Research & Development,4,Male,2,2,Manufacturing Director,1,No,5957,3
RM379,34,Sales,3,Male,4,2,Sales Executive,4,Yes,5304,3
RM394,34,Sales,4,Female,3,2,Sales Executive,3,Yes,6538,3
RM416,34,Sales,2,Female,1,1,Sales Representative,3,Yes,2351,3
RM433,34,Research & Development,4,Male,2,1,Research Scientist,3,Yes,2768,3
RM441,34,Human Resources,3,Female,3,3,Human Resources,1,No,9950,3
RM463,34,Sales,4,Male,4,2,Sales Executive,4,Yes,5337,3
RM482,34,Research & Development,2,Male,2,1,Research Scientist,4,Yes,3622,3
RM495,34,Sales,3,Female,3,1,Sales Representative,3,Yes,2579,3
RM504,34,Research & Development,5,Male,3,1,Research Scientist,4,Yes,2691,3
RM525,34,Research & Development,3,Female,2,3,Healthcare Representative,2,No,8621,3
RM550,34,Research & Development,2,Female,3,2,Healthcare Representative,3,Yes,6142,3
RM561,34,Research & Development,5,Female,3,2,Manufacturing Director,1,No,5121,3
RM568,34,Sales,3,Male,3,2,Sales Executive,4,Yes,6274,4
RM575,34,Research & Development,4,Female,4,1,Research Scientist,4,Yes,3280,3
RM580,34,Research & Development,4,Female,2,1,Research Scientist,1,No,4381,3
RM584,34,Sales,2,Female,3,2,Sales Executive,1,No,6500,3
RM607,34,Research & Development,4,Female,2,1,Research Scientist,4,Yes,2553,3
RM614,34,Human Resources,2,Male,3,1,Human Resources,4,Yes,3737,3
RM672,34,Research & Development,3,Male,3,1,Laboratory Technician,2,No,2008,3
RM758,34,Sales,4,Male,4,2,Sales Executive,4,Yes,9725,3
RM764,34,Sales,4,Female,3,1,Sales Representative,3,Yes,2220,3
RM795,34,Research & Development,1,Male,3,2,Healthcare Representative,4,Yes,7756,3
RM804,34,Research & Development,4,Male,2,1,Research Scientist,4,Yes,2979,3
RM823,34,Research & Development,2,Male,3,2,Manufacturing Director,3,Yes,4033,3
RM835,34,Sales,1,Female,3,2,Sales Executive,3,Yes,5714,4
RM848,34,Research & Development,3,Male,2,2,Healthcare Representative,1,No,5343,4
RM907,34,Research & Development,3,Female,4,1,Research Scientist,3,Yes,2585,3
RM918,34,Sales,3,Female,3,2,Sales Executive,1,No,4538,3
RM921,34,Research & Development,3,Female,3,2,Laboratory Technician,2,No,4444,3
RM924,34,Human Resources,3,Male,2,2,Human Resources,2,No,4490,3
RM959,34,Research & Development,3,Male,3,3,Healthcare Representative,4,Yes,8500,3
RM965,34,Sales,2,Female,3,2,Sales Executive,1,No,6125,3
RM978,34,Research & Development,1,Female,2,1,Research Scientist,3,Yes,2029,4
RM980,34,Research & Development,3,Male,3,2,Laboratory Technician,3,Yes,5429,3
RM984,34,Research & Development,4,Female,3,2,Healthcare Representative,4,Yes,6687,3
RM1016,34,Research & Development,4,Male,3,1,Research Scientist,1,No,2996,3
RM1028,34,Research & Development,3,Female,2,1,Laboratory Technician,2,No,3294,3
RM1040,34,Human Resources,4,Female,3,1,Human Resources,3,Yes,2742,3
RM1049,34,Sales,3,Male,1,2,Sales Executive,1,No,4759,3
RM1056,34,Research & Development,3,Male,3,4,Research Director,1,No,17007,3
RM1059,34,Sales,4,Female,2,2,Sales Executive,2,No,4599,4
RM1085,34,Sales,3,Male,2,3,Sales Executive,3,Yes,7083,3
RM1088,34,Sales,2,Male,3,1,Sales Representative,3,Yes,2308,4
RM1116,34,Research & Development,4,Male,3,1,Research Scientist,4,Yes,2972,3
RM1118,34,Research & Development,4,Male,3,2,Research Scientist,4,Yes,5484,3
RM1132,34,Research & Development,4,Male,2,2,Healthcare Representative,3,Yes,5063,3
RM1147,34,Research & Development,4,Male,4,2,Manufacturing Director,4,Yes,4724,3
RM1180,34,Research & Development,3,Female,3,2,Research Scientist,2,No,5433,3
RM1209,34,Research & Development,2,Male,2,2,Laboratory Technician,4,Yes,3986,3
RM1213,34,Research & Development,3,Female,2,1,Research Scientist,4,Yes,2929,3
RM1253,34,Research & Development,4,Male,4,1,Research Scientist,4,Yes,2932,3
RM1268,34,Sales,3,Male,3,2,Sales Executive,3,Yes,4001,3
RM1271,34,Sales,2,Female,1,2,Sales Executive,4,Yes,6029,3
RM1291,34,Research & Development,4,Male,3,2,Laboratory Technician,1,No,5346,3
RM1301,34,Sales,2,Male,4,2,Sales Executive,3,Yes,6799,4
RM1343,34,Sales,3,Male,3,3,Sales Executive,4,Yes,9713,3
RM1354,34,Research & Development,4,Male,1,1,Research Scientist,1,No,2307,4
RM1360,34,Sales,1,Female,2,2,Sales Executive,4,Yes,8103,3
RM1369,34,Research & Development,4,Male,2,2,Research Scientist,4,Yes,5747,3
RM1385,34,Sales,3,Male,3,3,Sales Executive,4,Yes,9888,4
RM1386,34,Sales,4,Male,3,3,Sales Executive,3,Yes,8628,3
RM1447,34,Sales,3,Female,2,2,Sales Executive,3,Yes,6712,4
RM1470,34,Research & Development,3,Male,4,2,Laboratory Technician,3,Yes,4404,3
RM1470,34,Research & Development,3,Male,4,2,Laboratory Technician,3,Yes,4404,3
RM011,35,Research & Development,3,Male,4,1,Laboratory Technician,2,No,2426,3
RM038,35,Sales,3,Female,3,1,Sales Representative,4,Yes,2014,3
RM041,35,Research & Development,2,Male,3,1,Laboratory Technician,4,Yes,1951,3
RM050,35,Research & Development,1,Male,4,1,Laboratory Technician,4,Yes,2269,3
RM054,35,Research & Development,2,Male,2,3,Healthcare Representative,1,No,9884,3
RM057,35,Sales,5,Male,3,3,Sales Executive,1,No,9069,4
RM058,35,Research & Development,4,Female,3,1,Laboratory Technician,1,No,4014,3
RM069,35,Research & Development,3,Male,3,1,Research Scientist,1,No,2194,3
RM077,35,Sales,4,Male,2,2,Sales Executive,1,No,4312,3
RM082,35,Research & Development,3,Male,2,1,Research Scientist,3,Yes,2859,3
RM152,35,Sales,5,Male,3,3,Sales Executive,2,No,7295,3
RM193,35,Research & Development,2,Male,2,2,Manufacturing Director,3,Yes,5916,3
RM197,35,Research & Development,3,Female,3,2,Laboratory Technician,2,No,4425,3
RM229,35,Sales,3,Female,3,3,Sales Executive,3,Yes,8789,3
RM277,35,Research & Development,3,Female,4,3,Manager,2,No,11996,3
RM298,35,Sales,3,Male,3,3,Sales Executive,2,No,8020,3
RM345,35,Research & Development,4,Male,3,3,Manufacturing Director,2,No,8095,3
RM373,35,Research & Development,4,Male,2,2,Healthcare Representative,2,No,6540,3
RM431,35,Research & Development,3,Male,1,1,Laboratory Technician,3,Yes,4230,3
RM439,35,Research & Development,3,Male,3,3,Healthcare Representative,3,Yes,7632,3
RM448,35,Sales,3,Male,3,2,Sales Executive,3,Yes,4717,3
RM462,35,Sales,3,Female,3,2,Sales Executive,3,Yes,4859,3
RM484,35,Research & Development,2,Male,2,2,Laboratory Technician,4,Yes,3681,3
RM509,35,Research & Development,4,Male,1,2,Research Scientist,4,Yes,6646,3
RM516,35,Research & Development,3,Male,2,1,Laboratory Technician,3,Yes,1281,3
RM558,35,Research & Development,4,Female,3,2,Healthcare Representative,1,No,5093,3
RM581,35,Sales,4,Female,3,1,Sales Representative,4,Yes,2572,3
RM597,35,Research & Development,4,Female,4,1,Research Scientist,3,Yes,2506,3
RM612,35,Research & Development,3,Male,3,3,Manufacturing Director,3,Yes,10221,4
RM621,35,Research & Development,1,Female,2,1,Research Scientist,1,No,2559,3
RM636,35,Research & Development,3,Female,2,3,Manufacturing Director,3,Yes,10685,4
RM637,35,Research & Development,4,Female,3,1,Research Scientist,2,No,2022,3
RM648,35,Research & Development,3,Male,2,3,Manufacturing Director,2,No,10903,3
RM677,35,Research & Development,1,Female,3,2,Healthcare Representative,4,Yes,4014,4
RM699,35,Sales,3,Female,3,2,Sales Executive,3,Yes,4601,3
RM705,35,Sales,4,Male,3,3,Sales Executive,4,Yes,7823,3
RM726,35,Research & Development,4,Male,2,1,Laboratory Technician,2,No,3743,4
RM730,35,Research & Development,4,Female,3,3,Healthcare Representative,3,Yes,10388,3
RM741,35,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,3917,4
RM792,35,Sales,3,Male,3,3,Sales Executive,1,No,9582,4
RM821,35,Sales,2,Male,3,2,Sales Executive,4,Yes,4968,3
RM836,35,Human Resources,4,Male,3,1,Human Resources,3,Yes,4323,3
RM841,35,Research & Development,4,Male,2,1,Laboratory Technician,3,Yes,2258,3
RM847,35,Research & Development,3,Male,2,3,Manufacturing Director,2,No,10274,3
RM849,35,Research & Development,4,Male,2,1,Laboratory Technician,4,Yes,2376,3
RM871,35,Sales,4,Male,3,2,Sales Executive,1,No,8966,3
RM889,35,Sales,2,Female,2,3,Sales Executive,4,Yes,10377,3
RM925,35,Research & Development,1,Male,3,1,Research Scientist,3,Yes,3506,3
RM962,35,Research & Development,4,Male,3,2,Research Scientist,3,Yes,4249,3
RM974,35,Research & Development,3,Female,2,2,Laboratory Technician,4,Yes,5363,3
RM982,35,Sales,4,Female,3,2,Sales Executive,3,Yes,4614,3
RM1003,35,Research & Development,2,Male,3,3,Manufacturing Director,4,Yes,9362,3
RM1060,35,Sales,1,Male,3,1,Sales Representative,3,Yes,2404,3
RM1082,35,Research & Development,3,Female,2,3,Healthcare Representative,2,No,8606,3
RM1101,35,Sales,4,Female,2,1,Sales Representative,3,Yes,2430,4
RM1109,35,Research & Development,3,Male,2,1,Laboratory Technician,1,No,2450,3
RM1111,35,Research & Development,3,Female,3,1,Laboratory Technician,1,No,2074,3
RM1124,35,Research & Development,4,Female,3,2,Healthcare Representative,3,Yes,6142,3
RM1131,35,Research & Development,3,Male,4,2,Laboratory Technician,3,Yes,3407,3
RM1135,35,Research & Development,2,Male,2,1,Laboratory Technician,4,Yes,2690,3
RM1151,35,Research & Development,5,Male,4,2,Research Scientist,1,No,5208,3
RM1158,35,Research & Development,4,Female,3,2,Healthcare Representative,3,Yes,4148,3
RM1163,35,Sales,3,Male,2,3,Sales Executive,1,No,10306,3
RM1168,35,Sales,2,Male,1,2,Sales Executive,4,Yes,5440,3
RM1187,35,Sales,4,Male,3,2,Sales Executive,4,Yes,4581,4
